Location,City,city_name,state_name,Lat,Lng
"Dahlgren, VA",1,Dahlgren, VA,38.3312379,-77.0510857
"Swansea, IL",1,Swansea, IL,38.5339392,-89.9889936
"Springfield, NJ",1,Springfield, NJ,40.7016937,-74.3222146
"Stow, OH",1,Stow, OH,41.1595005,-81.44038979999999
"Steamboat Springs, CO",1,Steamboat Springs, CO,40.4849769,-106.8317158
"Covington, VA",1,Covington, VA,37.7934585,-79.99394629999999
"Dallas, PA",1,Dallas, PA,41.3361911,-75.9632546
"Corona, CA",1,Corona, CA,33.8752935,-117.5664384
"Swiftwater, PA",1,Swiftwater, PA,41.0881409,-75.3266416
"Cooper City, FL",1,Cooper City, FL,26.0573112,-80.271716
"Cornelius, NC",1,Cornelius, NC,35.4868032,-80.86007359999999
"Dania, FL",1,Dania, FL,26.052311,-80.1439343
"Springfield, GA",1,Springfield, GA,32.3642241,-81.30418
"Danville, VA",1,Danville, VA,36.5859718,-79.39502279999999
"Clinton, TN",1,Clinton, TN,36.1034126,-84.1318632
"Spring Hill, TN",1,Spring Hill, TN,35.751179,-86.9300023
"Cockeysville, MD",1,Cockeysville, MD,39.4812172,-76.6438598
"Springfield, OK",1,Springfield, OK,35.3824016,-97.5091573
"Strongsville, OH",1,Strongsville, OH,41.3144966,-81.83569
"Sumter, SC",1,Sumter, SC,33.9204354,-80.3414693
"Covington, LA",1,Covington, LA,30.4754702,-90.1009108
"St. Paul, NJ",1,St. Paul, NJ,40.5335554,-74.8586407
"Commack, NY",1,Commack, NY,40.8428759,-73.29289430000001
"Suffield, CT",1,Suffield, CT,41.9915062,-72.7017741
"Cranberry Township, PA",1,Cranberry Township, PA,40.6849626,-80.1071379
"St. Louis Park, MN",1,St. Louis Park, MN,44.9597376,-93.3702186
"Suffolk, VA",1,Suffolk, VA,36.7282054,-76.5835621
"Crystal Lake, IL",1,Crystal Lake, IL,42.2411344,-88.31619649999999
"Stuttgart, AR",1,Stuttgart, AR,34.5003748,-91.5526281
"Columbia Falls, MT",1,Columbia Falls, MT,48.3799643,-114.1804038
"Stamford, NY",1,Stamford, NY,42.4073024,-74.614318
"Summerville, SC",1,Summerville, SC,33.0185039,-80.17564809999999
"Summit, NJ",1,Summit, NJ,40.7146376,-74.3646122
"College Park, MD",1,College Park, MD,38.9896967,-76.93776
"Coconut Creek, FL",1,Coconut Creek, FL,26.2517482,-80.17893509999999
"Stamford, TX",1,Stamford, TX,32.9453874,-99.8028709
"St Bernard, LA",1,St Bernard, LA,29.8673144,-89.858902
"Stanford, CA",1,Stanford, CA,37.42410599999999,-122.1660756
"Stuart, FL",1,Stuart, FL,27.197548,-80.2528257
"Springville, UT",1,Springville, UT,40.1652335,-111.6107526
"Cold Spring, KY",1,Cold Spring, KY,39.0217283,-84.4399406
"Springfield, PA",1,Springfield, PA,39.9306677,-75.32018780000001
"Covington, KY",1,Covington, KY,39.0836712,-84.5085536
"Coffeyville, KS",1,Coffeyville, KS,37.0373005,-95.6163665
"Springfield, OR",1,Springfield, OR,44.0462362,-123.0220289
"Sunset Beach, CA",1,Sunset Beach, CA,33.7207336,-118.0735739
"Stafford, VA",1,Stafford, VA,38.4220687,-77.4083086
"Staten Island, NY",1,Staten Island, NY,40.5795317,-74.1502007
"Stoneham, MA",1,Stoneham, MA,42.4802469,-71.0999719
"South Bethany, DE",1,South Bethany, DE,38.5165008,-75.0529585
"Darlington, SC",1,Darlington, SC,34.2998762,-79.8761741
"Selawik, AK",1,Selawik, AK,66.6038889,-160.0069444
"East Syracuse, NY",1,East Syracuse, NY,43.0653446,-76.0785332
"Scranton, KY",1,Scranton, KY,37.9873056,-83.5215752
"East Rutherford, NJ",1,East Rutherford, NJ,40.833989,-74.0970865
"Seal Beach, CA",1,Seal Beach, CA,33.7414085,-118.1047682
"Seatac, WA",1,Seatac, WA,47.4435903,-122.2960726
"Seattle Hill-silver Firs, WA",1,Seattle Hill-silver Firs, WA,47.8630337,-122.1456023
"East Point, GA",1,East Point, GA,33.6795531,-84.43937240000001
"Sedalia, MO",1,Sedalia, MO,38.7044609,-93.2282613
"Sedona, AZ",1,Sedona, AZ,34.8697395,-111.7609896
"Selmer, TN",1,Selmer, TN,35.1700834,-88.59227039999999
"Davidson, NC",1,Davidson, NC,35.4993031,-80.8486846
"Seminole, FL",1,Seminole, FL,27.8397466,-82.79121339999999
"Seven Hills, OH",1,Seven Hills, OH,41.3953304,-81.67623920000001
"Shady Grove, PA",1,Shady Grove, PA,39.7787655,-77.67358039999999
"Shaker Heights, OH",1,Shaker Heights, OH,41.4739419,-81.5370671
"Shalimar, FL",1,Shalimar, FL,30.4457544,-86.5791189
"Shawnee Mission, KS",1,Shawnee Mission, KS,39.02284849999999,-94.7151865
"East Los Angeles, CA",1,East Los Angeles, CA,34.0224417,-118.1669736
"Shelby, NC",1,Shelby, NC,35.2923513,-81.5356463
"Shelbyville, KY",1,Shelbyville, KY,38.2120144,-85.2235666
"Scottsboro, AL",1,Scottsboro, AL,34.6723069,-86.03414629999999
"East Wenatchee, WA",1,East Wenatchee, WA,47.41568239999999,-120.2931263
"East Windsor Hill, CT",1,East Windsor Hill, CT,41.860376,-72.60314509999999
"Scott Afb, IL",1,Scott Afb, IL,38.5415911,-89.8550095
"Sandy City, UT",1,Sandy City, UT,40.5649781,-111.8389726
"Ellicott City, MD",1,Ellicott City, MD,39.2673283,-76.7983067
"Elkton, MD",1,Elkton, MD,39.60677889999999,-75.83327179999999
"Sanford, FL",1,Sanford, FL,28.8028612,-81.269453
"Elkhart, IN",1,Elkhart, IN,41.6819935,-85.9766671
"El Dorado, CA",1,El Dorado, CA,38.6801437,-120.8412807
"El Dorado, AR",1,El Dorado, AR,33.20763,-92.6662674
"El Cajon, CA",1,El Cajon, CA,32.7947731,-116.9625269
"Effingham, IL",1,Effingham, IL,39.1200418,-88.5433829
"Edwardsville, IL",1,Edwardsville, IL,38.8114364,-89.95315699999999
"Edwards Air Force Base, CA",1,Edwards Air Force Base, CA,34.9240314,-117.8912085
"Edinburg, VA",1,Edinburg, VA,38.8209466,-78.5658453
"Edinburg, TX",1,Edinburg, TX,26.3017374,-98.1633432
"Savannah, OH",1,Savannah, OH,40.9653333,-82.3651646
"Scappoose, OR",1,Scappoose, OR,45.7544422,-122.8777897
"Scarborough, ME",1,Scarborough, ME,43.5901974,-70.33449209999999
"Easton, OH",1,Easton, OH,40.0530885,-82.9151849
"Easton, MO",1,Easton, MO,39.7222183,-94.64162499999999
"East Windsor, NJ",1,East Windsor, NJ,40.2677539,-74.5402506
"East Haven, CT",1,East Haven, CT,41.2841687,-72.8684565
"Shoreview, MN",1,Shoreview, MN,45.0791325,-93.14716670000001
"Short Hills, NJ",1,Short Hills, NJ,40.7483499,-74.3232194
"South Columbia, SC",1,South Columbia, SC,34.0007104,-81.0348144
"Desoto, TX",1,Desoto, TX,32.5896998,-96.8570738
"South Haven, MN",1,South Haven, MN,45.2924646,-94.21193029999999
"Depere, WI",1,Depere, WI,44.4488805,-88.0603806
"Denton, MD",1,Denton, MD,38.8845582,-75.8271563
"Demotte, IN",1,Demotte, IN,41.1937181,-87.1986416
"South Miami, FL",1,South Miami, FL,25.7050697,-80.2907618
"South Norwalk, CT",1,South Norwalk, CT,41.0937079,-73.41873029999999
"South Poultney, VT",1,South Poultney, VT,43.4756255,-73.2359417
"Deland, FL",1,Deland, FL,29.028318,-81.3031179
"Dedham, MA",1,Dedham, MA,42.2436085,-71.1676536
"Debary, FL",1,Debary, FL,28.8713443,-81.32893969999999
"De Pere, WI",1,De Pere, WI,44.4488805,-88.0603806
"Southbury, CT",1,Southbury, CT,41.4793072,-73.2133715
"De Forest, WI",1,De Forest, WI,43.2477685,-89.343727
"Dayville, CT",1,Dayville, CT,41.8462044,-71.8878447
"Spanish Fork, UT",1,Spanish Fork, UT,40.114955,-111.654923
"Dayton, IN",1,Dayton, IN,40.3742025,-86.7688957
"Davie, FL",1,Davie, FL,26.0764783,-80.25211569999999
"Sparks, NV",1,Sparks, NV,39.5349112,-119.7526886
"South Elgin, IL",1,South Elgin, IL,41.9941938,-88.29229959999999
"Detroit Metro, MI",1,Detroit Metro, MI,42.3294776,-83.04919579999999
"East Greenville, PA",1,East Greenville, PA,40.4064881,-75.5018477
"Clifton, NJ",1,Clifton, NJ,40.8584328,-74.16375529999999
"Sidney, OH",1,Sidney, OH,40.2842164,-84.1554987
"East Greenbush, NY",1,East Greenbush, NY,42.6068049,-73.68893779999999
"East Chicago, IN",1,East Chicago, IN,41.63920239999999,-87.4547635
"East Berlin, CT",1,East Berlin, CT,41.6170568,-72.7157643
"East Aurora, NY",1,East Aurora, NY,42.7678376,-78.6133589
"Eagle, ID",1,Eagle, ID,43.6954424,-116.3540138
"Durango, CO",1,Durango, CO,37.27528,-107.8800667
"Dunwoody, GA",1,Dunwoody, GA,33.9462125,-84.3346473
"Dunn Loring, VA",1,Dunn Loring, VA,38.8934448,-77.2216481
"Dunedin, FL",1,Dunedin, FL,28.0197404,-82.7717684
"Slc, UT",1,Slc, UT,40.7607793,-111.8910474
"Slidell, LA",1,Slidell, LA,30.2751945,-89.78117449999999
"Dubuque, IA",1,Dubuque, IA,42.5005583,-90.66457179999999
"Smithtown, NY",1,Smithtown, NY,40.8559314,-73.2006687
"So Macon, GA",1,So Macon, GA,32.8132025,-83.6287023
"Somers, NY",1,Somers, NY,41.29963050000001,-73.7360175
"Dresher, PA",1,Dresher, PA,40.1419544,-75.1663153
"Somerset, PA",1,Somerset, PA,40.008411,-79.0780831
"Dover, DE",1,Dover, DE,39.158168,-75.5243682
"Syracuse, UT",1,Syracuse, UT,41.0893878,-112.0646657
"Menominee, MI",1,Menominee, MI,45.10776269999999,-87.6142737
"Clifton Park, NY",1,Clifton Park, NY,42.844668,-73.8183804
"Belle Meade, TN",1,Belle Meade, TN,36.0958923,-86.8569447
"West Lake Hills, TX",1,West Lake Hills, TX,30.2979843,-97.8019515
"Belmont, MI",1,Belmont, MI,43.0747937,-85.6123238
"West Orange, NJ",1,West Orange, NJ,40.7985699,-74.23908279999999
"Bellows Falls, VT",1,Bellows Falls, VT,43.133411,-72.44397719999999
"West Point, GA",1,West Point, GA,32.8779056,-85.18327459999999
"West Point, PA",1,West Point, PA,40.2090521,-75.2964708
"West Sacramento, CA",1,West Sacramento, CA,38.5804609,-121.530234
"Bellevue, NE",1,Bellevue, NE,41.1543623,-95.9145568
"West Valley, UT",1,West Valley, UT,40.6916132,-112.0010501
"Bellefonte, PA",1,Bellefonte, PA,40.91339430000001,-77.7783348
"Belle Chasse, LA",1,Belle Chasse, LA,29.8549287,-89.99062529999999
"Tallmadge, OH",1,Tallmadge, OH,41.1014451,-81.441779
"Westbrook, ME",1,Westbrook, ME,43.6770252,-70.3711617
"Westchester, IL",1,Westchester, IL,41.8498339,-87.8806738
"Westchester, OH",1,Westchester, OH,39.3321262,-84.41726659999999
"Westerville, OH",1,Westerville, OH,40.1266689,-82.9318807
"Westfield Center, OH",1,Westfield Center, OH,41.0264442,-81.93319740000001
"Bedford, TX",1,Bedford, TX,32.844017,-97.1430671
"Westlake, LA",1,Westlake, LA,30.2421496,-93.25070989999999
"Bedford Park, IL",1,Bedford Park, IL,41.7641723,-87.7812524
"Beachwood, OH",1,Beachwood, OH,41.4644979,-81.5087322
"Batavia, IL",1,Batavia, IL,41.8500284,-88.3125738
"Belton, TX",1,Belton, TX,31.0560132,-97.46445299999999
"West Hartford, CT",1,West Hartford, CT,41.7620842,-72.7420151
"West Harrison, NY",1,West Harrison, NY,40.9700171,-73.7176337
"Benton Harbour, MI",1,Benton Harbour, MI,42.1167065,-86.45418939999999
"Waterloo, WI",1,Waterloo, WI,43.1838843,-88.9884421
"Boyce, LA",1,Boyce, LA,31.3904558,-92.66931319999999
"Bountiful, UT",1,Bountiful, UT,40.8893895,-111.880771
"Boston, ME",1,Boston, ME,42.3600825,-71.0588801
"Wauna, WA",1,Wauna, WA,47.3789852,-122.6426329
"Bluffdale, UT",1,Bluffdale, UT,40.4896711,-111.9388244
"Blue Mound, TX",1,Blue Mound, TX,32.8565166,-97.3389061
"Waynesboro, VA",1,Waynesboro, VA,38.0684692,-78.8894682
"Bloomington, IN",1,Bloomington, IN,39.165325,-86.52638569999999
"Bismarck, ND",1,Bismarck, ND,46.8083268,-100.7837392
"Birmingham, PA",1,Birmingham, PA,40.6478421,-78.19528919999999
"Wellington, CO",1,Wellington, CO,40.70387119999999,-105.0085856
"Wells Fargo Bank, CO",1,Wells Fargo Bank, CO,38.8547308,-104.877181
"Welsh, LA",1,Welsh, LA,30.2360403,-92.82264529999999
"West Allis, WI",1,West Allis, WI,43.0166806,-88.0070315
"West Babylon, NY",1,West Babylon, NY,40.718155,-73.354287
"West Berlin, NJ",1,West Berlin, NJ,39.8077618,-74.9312075
"West Branch, MI",1,West Branch, MI,44.2764083,-84.2386132
"Billings, MT",1,Billings, MT,45.7832856,-108.5006904
"Berkeley Lake, GA",1,Berkeley Lake, GA,33.983712,-84.18658479999999
"Berea, KY",1,Berea, KY,37.568694,-84.2963223
"Bartlesville, OK",1,Bartlesville, OK,36.7473114,-95.98081789999999
"Bangor, ME",1,Bangor, ME,44.8016128,-68.7712257
"Ayer, MA",1,Ayer, MA,42.5611947,-71.58990539999999
"Any City In The Us, GA",1,Any City In The Us, GA,34.269642,-84.751808
"Winter Haven, FL",1,Winter Haven, FL,28.0222435,-81.7328567
"Anna, TX",1,Anna, TX,33.3490011,-96.54859909999999
"Andersonville, TN",1,Andersonville, TN,36.1986395,-84.0369153
"Anderson, IN",1,Anderson, IN,40.1053196,-85.6802541
"American Canyon, CA",1,American Canyon, CA,38.1749178,-122.2608044
"Woodbridge, VA",1,Woodbridge, VA,38.6581722,-77.2497049
"Woodbury, MN",1,Woodbury, MN,44.9238552,-92.9593797
"Woodbury, NY",1,Woodbury, NY,40.8256545,-73.46762249999999
"Woodinville, WA",1,Woodinville, WA,47.7542651,-122.1634581
"Alpena, MI",1,Alpena, MI,45.0616794,-83.4327528
"Almonte Springs, FL",1,Almonte Springs, FL,28.6611089,-81.3656242
"Allston, MA",1,Allston, MA,42.3539038,-71.1337112
"Alexandria, PA",1,Alexandria, PA,40.5564586,-78.09778469999999
"Woodstock, CT",1,Woodstock, CT,41.9484307,-71.9739625
"Albany, GA",1,Albany, GA,31.5785074,-84.15574099999999
"Worcester, PA",1,Worcester, PA,40.2007702,-75.34605049999999
"Wykoff, MN",1,Wykoff, MN,43.7061926,-92.2679632
"Wyoming, WY",1,Wyoming, WY,43.0759678,-107.2902839
"York, PA",1,York, PA,39.9625984,-76.727745
"Adelanto, CA",1,Adelanto, CA,34.5827699,-117.409215
"Ada, MI",1,Ada, MI,42.960727,-85.4954803
"Ansonia, CT",1,Ansonia, CT,41.34620779999999,-73.07899689999999
"Windsor/hartford, CT",1,Windsor/hartford, CT,41.8525984,-72.64370219999999
"Weymouth, MA",1,Weymouth, MA,42.2180724,-70.94103559999999
"Appleton, WI",1,Appleton, WI,44.2619309,-88.41538469999999
"Avondale, AZ",1,Avondale, AZ,33.4355977,-112.3496021
"Wheeling, IL",1,Wheeling, IL,42.1391927,-87.9289591
"Avon Park, FL",1,Avon Park, FL,27.5958672,-81.5061862
"Whippany, NJ",1,Whippany, NJ,40.8254055,-74.4022355
"White Marsh, MD",1,White Marsh, MD,39.3794196,-76.45990429999999
"Avon Lake, OH",1,Avon Lake, OH,41.5053178,-82.02820009999999
"Whitman, MA",1,Whitman, MA,42.0806564,-70.935599
"Aurora, OH",1,Aurora, OH,41.3175549,-81.3453858
"Auburn, NY",1,Auburn, NY,42.9317335,-76.5660529
"Wilmington, CA",1,Wilmington, CA,33.7857948,-118.2643567
"Ashland, VA",1,Ashland, VA,37.7590318,-77.47998369999999
"Ashland, OR",1,Ashland, OR,42.1945758,-122.7094767
"Arvada, CO",1,Arvada, CO,39.8027644,-105.0874842
"Wilmington, OH",1,Wilmington, OH,39.4453393,-83.8285375
"Armonk, NY",1,Armonk, NY,41.1264849,-73.71401949999999
"Arlington, MA",1,Arlington, MA,42.4153925,-71.1564729
"Winchester, TN",1,Winchester, TN,35.1859163,-86.11220709999999
"Windermere, FL",1,Windermere, FL,28.4955593,-81.53479519999999
"Windsor Locks, CT",1,Windsor Locks, CT,41.9242917,-72.6454469
"Arden, DE",1,Arden, DE,39.8092794,-75.4865866
"Windsor, CO",1,Windsor, CO,40.4774818,-104.9013617
"Waterloo, NE",1,Waterloo, NE,41.28727809999999,-96.2880569
"Brady, TX",1,Brady, TX,31.1351682,-99.3350552
"Branchburg, NJ",1,Branchburg, NJ,40.58681139999999,-74.69858909999999
"Cheektowaga, NY",1,Cheektowaga, NY,42.9026136,-78.74457199999999
"Toronto, MI",1,Toronto, MI,43.6580842,-79.328486
"Chapin, SC",1,Chapin, SC,34.1659795,-81.3498211
"Torrington, CT",1,Torrington, CT,41.8003049,-73.1211715
"Chamblee, GA",1,Chamblee, GA,33.8920468,-84.29881259999999
"Tracy, CA",1,Tracy, CA,37.7396513,-121.4252227
"Trenton, IL",1,Trenton, IL,38.605604,-89.6820368
"Sandpoint, ID",1,Sandpoint, ID,48.276577,-116.553465
"Cedar Knolls, NJ",1,Cedar Knolls, NJ,40.821763,-74.4500053
"Troutman, NC",1,Troutman, NC,35.7006921,-80.88812949999999
"Cedar Falls, IA",1,Cedar Falls, IA,42.5348993,-92.4453161
"Catonsville, MD",1,Catonsville, MD,39.2720509,-76.73191609999999
"Castle Hills, TX",1,Castle Hills, TX,29.5232851,-98.5164071
"Casper, WY",1,Casper, WY,42.8500769,-106.3251749
"Tucker, GA",1,Tucker, GA,33.8545479,-84.2171424
"Carol Stream, IL",1,Carol Stream, IL,41.91252859999999,-88.13479269999999
"Tumwater, WA",1,Tumwater, WA,47.0073187,-122.9093063
"Tuscaloosa, AL",1,Tuscaloosa, AL,33.2098407,-87.56917349999999
"Tuscon, AZ",1,Tuscon, AZ,32.2226066,-110.9747108
"Carol City, FL",1,Carol City, FL,25.940556,-80.2455912
"Twin Cities Metro Area, MN",1,Twin Cities Metro Area, MN,44.9374831,-93.20099979999999
"Twinsburg, OH",1,Twinsburg, OH,41.3125552,-81.4401129
"Chardon, OH",1,Chardon, OH,41.5786639,-81.2133262
"Toccoa, GA",1,Toccoa, GA,34.5773206,-83.3323851
"Tyson's Corner, DC",1,Tyson's Corner, DC,38.9187222,-77.2310925
"Chester, NJ",1,Chester, NJ,40.7842667,-74.6968284
"Cleveland Heights, OH",1,Cleveland Heights, OH,41.5200518,-81.556235
"Clearfield, UT",1,Clearfield, UT,41.1107771,-112.0260538
"Clear Creek, IN",1,Clear Creek, IN,39.1092143,-86.5399968
"Taylor, TX",1,Taylor, TX,30.5707551,-97.40944379999999
"Clackamas, OR",1,Clackamas, OR,45.4076205,-122.5703692
"City Of Industry, CA",1,City Of Industry, CA,34.0197335,-117.9586754
"Cincinnnati, OH",1,Cincinnnati, OH,39.1031182,-84.5120196
"Chino Hills, CA",1,Chino Hills, CA,33.9898188,-117.7325848
"Chico, CA",1,Chico, CA,39.7284944,-121.8374777
"Chicago (west Loop), IL",1,Chicago (west Loop), IL,41.882457,-87.6446775
"Terre Haute, IN",1,Terre Haute, IN,39.4667034,-87.41390919999999
"Teterboro, NJ",1,Teterboro, NJ,40.8598219,-74.0593075
"Texas, TX",1,Texas, TX,31.9685988,-99.9018131
"Chestertown, MD",1,Chestertown, MD,39.21886629999999,-76.0690036
"Thomasville, NC",1,Thomasville, NC,35.8826369,-80.0819879
"Chesterfield, VA",1,Chesterfield, VA,37.3770935,-77.5049863
"Tickfaw, LA",1,Tickfaw, LA,30.5774119,-90.4831456
"Chesterfield, IL",1,Chesterfield, IL,39.2550462,-90.063163
"Chesterfield, CT",1,Chesterfield, CT,41.4273201,-72.2145238
"Chester, PA",1,Chester, PA,39.849557,-75.3557457
"Tinley Park, IL",1,Tinley Park, IL,41.5731442,-87.7932939
"Tyler, TX",1,Tyler, TX,32.3512601,-95.30106239999999
"Union, NJ",1,Union, NJ,40.6975898,-74.26316349999999
"Waterbury Center, VT",1,Waterbury Center, VT,44.376896,-72.7189485
"Buford, GA",1,Buford, GA,34.1206564,-84.0043513
"Virgina Beach, VA",1,Virgina Beach, VA,36.8529263,-75.97798499999999
"Virginia Beach, VA",1,Virginia Beach, VA,36.8529263,-75.97798499999999
"Bueyeros, NM",1,Bueyeros, NM,35.9794798,-103.6871836
"Voorhees, NJ",1,Voorhees, NJ,39.8519447,-74.961517
"W Bridgewater, MA",1,W Bridgewater, MA,42.0189894,-71.00782149999999
"W Franklin, NH",1,W Franklin, NH,43.4442432,-71.6472988
"Wabash, IN",1,Wabash, IN,40.797821,-85.8205411
"Waco, GA",1,Waco, GA,33.7028848,-85.1832821
"Walled Lake, MI",1,Walled Lake, MI,42.537811,-83.4810481
"Brunswick, ME",1,Brunswick, ME,43.9140162,-69.966996
"Walnut, CA",1,Walnut, CA,34.0202894,-117.8653386
"Brooklyn Center, MN",1,Brooklyn Center, MN,45.076076,-93.3327283
"Walpole, MA",1,Walpole, MA,42.1417442,-71.2495096
"Brookings, SD",1,Brookings, SD,44.3113573,-96.79838769999999
"Brockton, MA",1,Brockton, MA,42.0834335,-71.0183787
"Bridgewater, VA",1,Bridgewater, VA,38.38207060000001,-78.97669599999999
"Bridgeton, MO",1,Bridgeton, MO,38.7669954,-90.41150569999999
"Brentwood, MO",1,Brentwood, MO,38.6175522,-90.34928289999999
"Washigton, DC",1,Washigton, DC,38.9071923,-77.0368707
"Washington Dc, DC",1,Washington Dc, DC,38.9071923,-77.0368707
"Branchville, NJ",1,Branchville, NJ,41.1464852,-74.7523874
"Vinings, GA",1,Vinings, GA,33.8648262,-84.4643744
"Versailles, KY",1,Versailles, KY,38.05257599999999,-84.7299464
"Carlsbad, NM",1,Carlsbad, NM,32.4206736,-104.2288375
"Verona, WI",1,Verona, WI,42.990831,-89.53317729999999
"Universal City, CA",1,Universal City, CA,34.1397694,-118.3505779
"Urbana, IL",1,Urbana, IL,40.1105875,-88.2072697
"Carlisle, MA",1,Carlisle, MA,42.5292597,-71.3495046
"Utica, NY",1,Utica, NY,43.100903,-75.232664
"Vail, CO",1,Vail, CO,39.6402638,-106.3741955
"Carlinville, IL",1,Carlinville, IL,39.27976990000001,-89.8817662
"Valley Forge, PA",1,Valley Forge, PA,40.09898510000001,-75.4690966
"Carbondale, CO",1,Carbondale, CO,39.4022054,-107.2111628
"Van Buren, AR",1,Van Buren, AR,35.436756,-94.34826799999999
"Cape Canveral, FL",1,Cape Canveral, FL,28.3922182,-80.60771319999999
"Canton, OH",1,Canton, OH,40.79894729999999,-81.378447
"Canton, MS",1,Canton, MS,32.6126381,-90.0367512
"Vancouver, CA",1,Vancouver, CA,49.2827291,-123.1207375
"Camp Pendleton, CA",1,Camp Pendleton, CA,33.3178416,-117.3205123
"Camp Lejeune, NC",1,Camp Lejeune, NC,34.6250544,-77.4013403
"Venice, FL",1,Venice, FL,27.0997775,-82.4542632
"Ventura County, CA",1,Ventura County, CA,34.3704884,-119.1390642
"Calhoun / Kennesaw, GA",1,Calhoun / Kennesaw, GA,34.008114,-84.60584039999999
"Burlington, NJ",1,Burlington, NJ,40.071222,-74.86488729999999
"Vernon, IN",1,Vernon, IN,38.9847765,-85.60941199999999
"Bunker Hill Village, TX",1,Bunker Hill Village, TX,29.7674508,-95.52994269999999
"Ely, NV",1,Ely, NV,39.2533328,-114.874248
"Federal Way, WA",1,Federal Way, WA,47.3223221,-122.3126222
"San, CA",1,San, CA,37.7749295,-122.4194155
"North Bend, WA",1,North Bend, WA,47.4956579,-121.7867775
"Lake Forest, TX",1,Lake Forest, TX,29.9893258,-95.5935532
"Newtown, CT",1,Newtown, CT,41.4141172,-73.3035651
"Lake Elsinore, CA",1,Lake Elsinore, CA,33.6680772,-117.3272615
"Lake Elmo, MN",1,Lake Elmo, MN,44.9957998,-92.8793768
"None, LA",1,None, LA,39.6961664,-104.8355895
"Lake City, FL",1,Lake City, FL,30.1896756,-82.6392899
"Lake Charles, LA",1,Lake Charles, LA,30.2265949,-93.2173758
"Lagrange, IN",1,Lagrange, IN,41.641717,-85.4166467
"Ladson, SC",1,Ladson, SC,32.9857275,-80.1098123
"North Arlington, NJ",1,North Arlington, NJ,40.788434,-74.1331988
"La, CA",1,La, CA,34.0522342,-118.2436849
"Newton, NC",1,Newton, NC,35.6698552,-81.22147079999999
"La Vergne, TN",1,La Vergne, TN,36.0156178,-86.5819394
"North Canton, OH",1,North Canton, OH,40.875891,-81.4023356
"La Puente, CA",1,La Puente, CA,34.0200114,-117.9495083
"North Chelmsford, MA",1,North Chelmsford, MA,42.63960549999999,-71.383617
"La Palma, CA",1,La Palma, CA,33.8463218,-118.0461393
"La Mirada, CA",1,La Mirada, CA,33.9172357,-118.0120086
"North Franklin, TN",1,North Franklin, TN,35.9250637,-86.8688899
"La Mesa, CA",1,La Mesa, CA,32.7678287,-117.0230839
"La Habra, CA",1,La Habra, CA,33.9318591,-117.946137
"North Hollywood, CA",1,North Hollywood, CA,34.187044,-118.3812562
"Lake Jackson, TX",1,Lake Jackson, TX,29.0338575,-95.4343859
"Lake Mills, WI",1,Lake Mills, WI,43.0813888,-88.91177420000001
"Lawrence Township, NJ",1,Lawrence Township, NJ,40.2778055,-74.7294313
"Lancaster, TX",1,Lancaster, TX,32.5920798,-96.7561082
"New Hyde Park, NY",1,New Hyde Park, NY,40.7351018,-73.6879082
"New Iberia, LA",1,New Iberia, LA,30.0035365,-91.81872849999999
"Lanse, PA",1,Lanse, PA,40.975057,-78.1294547
"New London, CT",1,New London, CT,41.3556539,-72.0995209
"New Providence, NJ",1,New Providence, NJ,40.6984348,-74.4015405
"New Rochelle, NY",1,New Rochelle, NY,40.9114882,-73.7823549
"Langhorne, PA",1,Langhorne, PA,40.1745538,-74.92266649999999
"New York City, TX",1,New York City, TX,32.1679321,-95.66912769999999
"New York County, NY",1,New York County, NY,40.7830603,-73.9712488
"New York Or, DE",1,New York Or, DE,40.7399443,-73.9910549
"Lakewood, OH",1,Lakewood, OH,41.4819932,-81.7981908
"Newton Center, MA",1,Newton Center, MA,42.3300503,-71.1948255
"Lakewood Ranch, FL",1,Lakewood Ranch, FL,27.4117037,-82.4285151
"Newburgh, NY",1,Newburgh, NY,41.5034271,-74.0104178
"Newburyport, MA",1,Newburyport, MA,42.8125913,-70.87727509999999
"Newington, CT",1,Newington, CT,41.6972996,-72.7228293
"Newington, VA",1,Newington, VA,38.73844769999999,-77.1849816
"Lakeland, TN",1,Lakeland, TN,35.2306435,-89.7403606
"Newport Coast, CA",1,Newport Coast, CA,33.5973864,-117.8369007
"Lake Zurich, IL",1,Lake Zurich, IL,42.19696889999999,-88.0934108
"Lake Station, MI",1,Lake Station, MI,43.8519677,-85.005307
"Newport, RI",1,Newport, RI,41.4901024,-71.3128285
"North Jersey, NJ",1,North Jersey, NJ,40.0583238,-74.4056612
"North Lauderdale, FL",1,North Lauderdale, FL,26.217305,-80.2258811
"La Habra Heights, CA",1,La Habra Heights, CA,33.9608461,-117.9506186
"Inver Grove Heights, MN",1,Inver Grove Heights, MN,44.8480218,-93.04271530000001
"Jericho, NY",1,Jericho, NY,40.79204410000001,-73.5398476
"Ocean Pines, MD",1,Ocean Pines, MD,38.395392,-75.15574149999999
"Jamestown, NY",1,Jamestown, NY,42.0970023,-79.23532589999999
"Jamestown, ND",1,Jamestown, ND,46.9105438,-98.7084357
"Jacksonville, IL",1,Jacksonville, IL,39.733936,-90.2290098
"Jacksonville Beach, FL",1,Jacksonville Beach, FL,30.2841224,-81.3961338
"Jackpot, NV",1,Jackpot, NV,41.9841401,-114.6724061
"Old Tappan, NJ",1,Old Tappan, NJ,41.010653,-73.99124929999999
