,Location,City,city_name,state_name,Lat,Lng
773,"Huntsville, AL",12,Huntsville, AL,34.7303688,-86.5861037
774,"Hyattsville, MD",1,Hyattsville, MD,38.9559442,-76.9455301
775,"Independence, KS",1,Independence, KS,37.2242358,-95.7083131
776,"Independence, OH",8,Independence, OH,41.3686645,-81.6379033
777,"Indian Head, MD",1,Indian Head, MD,38.6001186,-77.1622016
778,"Indian Village, LA",1,Indian Village, LA,32.4729265,-92.4118094
779,"Indiana, IN",1,Indiana, IN,40.2671941,-86.1349019
780,"Indianapolis, IN",68,Indianapolis, IN,39.768403,-86.158068
781,"Inver Grove Heights, MN",1,Inver Grove Heights, MN,44.8480218,-93.0427153
782,"Iowa City, IA",1,Iowa City, IA,41.6611277,-91.5301683
783,"Ipswich, MA",7,Ipswich, MA,42.6791832,-70.8411558
784,"Irvine, CA",192,Irvine, CA,33.6845673,-117.8265049
785,"Irving, NY",1,Irving, NY,42.5673417,-79.1126334
786,"Irving, TX",119,Irving, TX,32.8140177,-96.9488945
787,"Irwindale, CA",11,Irwindale, CA,34.1069527,-117.9353413
788,"Iselin, NJ",2,Iselin, NJ,40.5753817,-74.3223703
789,"Islandia, NY",2,Islandia, NY,40.8042649,-73.1690019
790,"Issaquah, WA",3,Issaquah, WA,47.5301011,-122.0326191
791,"Itasca, IL",3,Itasca, IL,41.9750287,-88.0072909
792,"Ithaca, NY",4,Ithaca, NY,42.4439614,-76.5018807
793,"Jackpot, NV",1,Jackpot, NV,41.9841401,-114.6724061
794,"Jackson, MI",3,Jackson, MI,42.245869,-84.4013462
795,"Jackson, MS",3,Jackson, MS,32.2987573,-90.1848103
796,"Jacksonville Beach, FL",1,Jacksonville Beach, FL,30.2841224,-81.3961338
797,"Jacksonville, FL",58,Jacksonville, FL,30.3321838,-81.655651
798,"Jacksonville, IL",1,Jacksonville, IL,39.733936,-90.2290098
799,"Jamaica Plain, MA",3,Jamaica Plain, MA,42.3097365,-71.1151431
800,"Jamestown, ND",1,Jamestown, ND,46.9105438,-98.7084357
801,"Jamestown, NY",1,Jamestown, NY,42.0970023,-79.2353259
802,"Janesville, WI",2,Janesville, WI,42.6827885,-89.0187222
803,"Jefferson City, MO",2,Jefferson City, MO,38.5767017,-92.1735164
804,"Jeffersonville, IN",2,Jeffersonville, IN,38.2775702,-85.7371847
805,"Jericho, NY",1,Jericho, NY,40.7920441,-73.5398476
806,"Jersey City, NJ",83,Jersey City, NJ,40.7177545,-74.0431435
807,"Jessup, MD",4,Jessup, MD,39.1492746,-76.7752493
808,"Jessup, PA",1,Jessup, PA,41.4686924,-75.5621309
809,"John's Creek, GA",1,John's Creek, GA,34.0289259,-84.198579
810,"Johns Creek, GA",9,Johns Creek, GA,34.0289259,-84.198579
811,"Johnson City, TN",1,Johnson City, TN,36.3134397,-82.3534727
812,"Johnston, IA",2,Johnston, IA,41.6709834,-93.7130493
813,"Juno Beach, FL",18,Juno Beach, FL,26.8797819,-80.0533743
814,"Jupiter, FL",32,Jupiter, FL,26.9342246,-80.0942087
815,"Kalamazoo, MI",4,Kalamazoo, MI,42.2917069,-85.5872286
816,"Kalispell, MT",2,Kalispell, MT,48.1919889,-114.316813
817,"Kanab, UT",1,Kanab, UT,37.0474855,-112.5263145
818,"Kannapolis, NC",1,Kannapolis, NC,35.4873613,-80.6217341
819,"Kansas City, KS",9,Kansas City, KS,39.1155314,-94.6267873
820,"Kansas City, MO",14,Kansas City, MO,39.0997265,-94.5785667
821,"Karluk, AK",1,Karluk, AK,57.5719444,-154.4555556
822,"Katy, TX",1,Katy, TX,29.7857853,-95.8243956
823,"Keene, NH",5,Keene, NH,42.933692,-72.2781409
824,"Keller, TX",3,Keller, TX,32.9341893,-97.229298
825,"Kennebunk, ME",1,Kennebunk, ME,43.3845306,-70.54399
826,"Kennesaw, GA",8,Kennesaw, GA,34.0234337,-84.6154897
827,"Kennett Square, PA",1,Kennett Square, PA,39.8467767,-75.7116032
828,"Kent, WA",1,Kent, WA,47.3809335,-122.2348432
829,"Kernersville, NC",2,Kernersville, NC,36.1198588,-80.0736533
830,"Kettering, OH",1,Kettering, OH,39.6895036,-84.1688274
831,"Kettle Falls, WA",1,Kettle Falls, WA,48.6107354,-118.0558218
832,"Kimberly, WI",2,Kimberly, WI,44.2722093,-88.3389952
833,"King Of Prussia, PA",46,King Of Prussia, PA,40.1012856,-75.3835525
834,"Kingman, AZ",1,Kingman, AZ,35.189443,-114.0530065
835,"Kingsport, TN",2,Kingsport, TN,36.548434,-82.5618186
836,"Kirkland, WA",6,Kirkland, WA,47.6768927,-122.2059833
837,"Kirtland Afb, NM",1,Kirtland Afb, NM,35.0488288,-106.5505835
838,"Kissimmee, FL",4,Kissimmee, FL,28.2919557,-81.407571
839,"Kitchener, DC",1,Kitchener, DC,43.4394286,-80.4935517
840,"Klamath Falls, OR",1,Klamath Falls, OR,42.224867,-121.7816704
841,"Knoxville, TN",41,Knoxville, TN,35.9606384,-83.9207392
842,"Kokomo, IN",1,Kokomo, IN,40.486427,-86.1336033
843,"Kotzebue, AK",1,Kotzebue, AK,66.8983333,-162.5966666
844,"La Crosse, WI",8,La Crosse, WI,43.8137751,-91.2519017
845,"La Grange Park, IL",1,La Grange Park, IL,41.8347535,-87.861726
846,"La Grange, IL",3,La Grange, IL,41.8050314,-87.8692254
847,"La Habra Heights, CA",1,La Habra Heights, CA,33.9608461,-117.9506186
848,"La Habra, CA",1,La Habra, CA,33.9318591,-117.946137
849,"La Jolla, CA",18,La Jolla, CA,32.8328112,-117.2712717
850,"La Mesa, CA",1,La Mesa, CA,32.7678287,-117.0230839
851,"La Mirada, CA",1,La Mirada, CA,33.9172357,-118.0120086
852,"La Palma, CA",1,La Palma, CA,33.8463218,-118.0461393
853,"La Puente, CA",1,La Puente, CA,34.0200114,-117.9495083
854,"La Vergne, TN",1,La Vergne, TN,36.0156178,-86.5819394
855,"La Verne, CA",5,La Verne, CA,34.1008426,-117.7678355
856,"La, CA",1,La, CA,34.0522342,-118.2436849
857,"Lacey, WA",2,Lacey, WA,47.0342629,-122.8231915
858,"Ladson, SC",1,Ladson, SC,32.9857275,-80.1098123
859,"Lafayette, CO",7,Lafayette, CO,39.9935959,-105.0897058
860,"Lafayette, IN",12,Lafayette, IN,40.4167022,-86.8752869
861,"Lafayette, LA",40,Lafayette, LA,30.2240897,-92.0198427
862,"Lagrange, IN",1,Lagrange, IN,41.641717,-85.4166467
863,"Lake Balboa, CA",2,Lake Balboa, CA,34.2010832,-118.5010942
864,"Lake Buena Vista, FL",4,Lake Buena Vista, FL,28.3936186,-81.5386842
865,"Lake Charles, LA",1,Lake Charles, LA,30.2265949,-93.2173758
866,"Lake City, FL",1,Lake City, FL,30.1896756,-82.6392899
867,"Lake Elmo, MN",1,Lake Elmo, MN,44.9957998,-92.8793768
868,"Lake Elsinore, CA",1,Lake Elsinore, CA,33.6680772,-117.3272615
869,"Lake Forest, CA",12,Lake Forest, CA,33.6469437,-117.6861023
870,"Lake Forest, IL",27,Lake Forest, IL,42.2586342,-87.840625
871,"Lake Forest, TX",1,Lake Forest, TX,29.9893258,-95.5935532
872,"Lake In The Hills, IL",3,Lake In The Hills, IL,42.1816908,-88.3303618
873,"Lake Jackson, TX",1,Lake Jackson, TX,29.0338575,-95.4343859
874,"Lake Mary, FL",14,Lake Mary, FL,28.7588833,-81.3178446
875,"Lake Mills, WI",1,Lake Mills, WI,43.0813888,-88.9117742
876,"Lake Oswego, OR",4,Lake Oswego, OR,45.4156817,-122.7159726
877,"Lake Station, MI",1,Lake Station, MI,43.8519677,-85.005307
878,"Lake Success, NY",7,Lake Success, NY,40.7706572,-73.7176312
879,"Lake Zurich, IL",1,Lake Zurich, IL,42.1969689,-88.0934108
880,"Lakeland, FL",12,Lakeland, FL,28.0394654,-81.9498042
881,"Lakeland, TN",1,Lakeland, TN,35.2306435,-89.7403606
882,"Lakewood Ranch, FL",1,Lakewood Ranch, FL,27.4117037,-82.4285151
883,"Lakewood, CO",15,Lakewood, CO,39.7047095,-105.0813734
884,"Lakewood, NJ",16,Lakewood, NJ,40.082129,-74.2097014
885,"Lakewood, OH",1,Lakewood, OH,41.4819932,-81.7981908
886,"Lancaster, CA",3,Lancaster, CA,34.6867846,-118.1541632
887,"Lancaster, PA",22,Lancaster, PA,40.0378755,-76.3055144
888,"Lancaster, SC",2,Lancaster, SC,34.7204257,-80.7709014
889,"Lancaster, TX",1,Lancaster, TX,32.5920798,-96.7561082
890,"Langhorne, PA",1,Langhorne, PA,40.1745538,-74.9226665
891,"Langley, VA",2,Langley, VA,38.9464996,-77.1588685
892,"Lanham, MD",4,Lanham, MD,38.9685112,-76.8620327
893,"Lansdale, PA",4,Lansdale, PA,40.2414952,-75.2837862
894,"Lanse, PA",1,Lanse, PA,40.975057,-78.1294547
895,"Lansing, MI",76,Lansing, MI,42.732535,-84.5555347
896,"Largo, FL",9,Largo, FL,27.9094665,-82.7873244
897,"Largo, MD",4,Largo, MD,38.8779723,-76.8317325
898,"Las Vegas, NV",83,Las Vegas, NV,36.1699412,-115.1398296
899,"Latham, NY",5,Latham, NY,42.7477661,-73.760537
900,"Lathrup Village, MI",5,Lathrup Village, MI,42.4964242,-83.2227067
901,"Laurel, MD",24,Laurel, MD,39.0992752,-76.8483061
902,"Laurel, MS",1,Laurel, MS,31.6940509,-89.1306124
903,"Lawrence Township, NJ",1,Lawrence Township, NJ,40.2778055,-74.7294313
904,"Lawrence, KS",24,Lawrence, KS,38.9716689,-95.2352501
905,"Lawrence, MA",10,Lawrence, MA,42.7070354,-71.1631137
906,"Lawrence, NJ",1,Lawrence, NJ,40.2778055,-74.7294313
907,"Lawrenceville, GA",5,Lawrenceville, GA,33.9562149,-83.9879625
908,"Lawrenceville, NJ",5,Lawrenceville, NJ,40.3016375,-74.7361013
909,"Layton, UT",1,Layton, UT,41.0602216,-111.9710529
910,"Lazy Lake, FL",2,Lazy Lake, FL,26.1561961,-80.1447675
911,"Leavenworth, WA",1,Leavenworth, WA,47.5962326,-120.6614765
912,"Leawood, KS",1,Leawood, KS,38.966673,-94.6169012
913,"Lebanon, NH",24,Lebanon, NH,43.6422934,-72.2517569
914,"Lebanon, NJ",1,Lebanon, NJ,40.6417683,-74.8359987
915,"Lebanon, OH",2,Lebanon, OH,39.4353373,-84.2029922
916,"Lebanon, PA",1,Lebanon, PA,40.3409251,-76.4113497
917,"Lebanon, TN",2,Lebanon, TN,36.2081098,-86.2911024
918,"Lebanon, VA",1,Lebanon, VA,36.900942,-82.0801309
919,"Lees Summit, MO",1,Lees Summit, MO,38.9108408,-94.3821724
920,"Leesburg, VA",3,Leesburg, VA,39.1156615,-77.5636015
921,"Lehi, UT",4,Lehi, UT,40.3916172,-111.8507662
922,"Lemont, IL",3,Lemont, IL,41.673642,-88.0017261
923,"Lenexa, KS",7,Lenexa, KS,38.9536174,-94.7335709
924,"Leon Valley, TX",2,Leon Valley, TX,29.4924424,-98.6105703
925,"Leslie, WV",1,Leslie, WV,38.0445604,-80.7228678
926,"Lewis Center, OH",4,Lewis Center, OH,40.1983884,-83.0100987
927,"Lewisville, TX",6,Lewisville, TX,33.046233,-96.994174
928,"Lexington Park, MD",10,Lexington Park, MD,38.2575517,-76.4620928
929,"Lexington, KY",22,Lexington, KY,38.0405837,-84.5037164
930,"Lexington, MA",6,Lexington, MA,42.4473497,-71.2271531
931,"Lexington, NC",1,Lexington, NC,35.8240265,-80.2533838
932,"Lexington, SC",3,Lexington, SC,33.9815369,-81.2362107
933,"Liberty Corner, NJ",5,Liberty Corner, NJ,40.6461412,-74.5873348
934,"Liberty Lake, WA",3,Liberty Lake, WA,47.6743428,-117.1124241
935,"Liberty, MO",2,Liberty, MO,39.2461138,-94.4191177
936,"Liberty, SC",1,Liberty, SC,34.787891,-82.6923591
937,"Libertyville, IL",1,Libertyville, IL,42.2830786,-87.9531303
938,"Lima, OH",2,Lima, OH,40.742551,-84.1052256
939,"Lincoln, NE",25,Lincoln, NE,40.813616,-96.7025955
940,"Lincolnshire, IL",20,Lincolnshire, IL,42.1900249,-87.9084039
941,"Lindon, UT",2,Lindon, UT,40.3432857,-111.7207608
942,"Linthicum, MD",6,Linthicum, MD,39.2051077,-76.6527456
943,"Lisle, IL",6,Lisle, IL,41.801141,-88.0747875
944,"Litchfield Park, AZ",2,Litchfield Park, AZ,33.4933743,-112.3579364
945,"Lititz, PA",13,Lititz, PA,40.1573169,-76.3069014
946,"Little Rock, AR",46,Little Rock, AR,34.7464809,-92.2895948
947,"Littleton, CO",14,Littleton, CO,39.613321,-105.0166498
948,"Littleton, MA",3,Littleton, MA,42.5372893,-71.5128022
949,"Live Oak, TX",1,Live Oak, TX,29.5652286,-98.3364025
950,"Livermore, CA",9,Livermore, CA,37.6818745,-121.7680088
951,"Livingston, NJ",7,Livingston, NJ,40.7862871,-74.3300842
952,"Livonia, MI",20,Livonia, MI,42.36837,-83.3527097
953,"Lombard, IL",8,Lombard, IL,41.8800296,-88.0078435
954,"Lomita, CA",1,Lomita, CA,33.7922392,-118.3150722
955,"Londonderry, NH",9,Londonderry, NH,42.8651298,-71.3739272
956,"Lone Tree, CO",8,Lone Tree, CO,39.536482,-104.8970678
957,"Long Beach, CA",59,Long Beach, CA,33.7700504,-118.1937395
958,"Long Branch, NJ",1,Long Branch, NJ,40.3042778,-73.9923596
959,"Long Grove, IL",3,Long Grove, IL,42.1783584,-87.9978518
960,"Long Island City, NY",34,Long Island City, NY,40.744679,-73.9485424
961,"Long Island, NY",7,Long Island, NY,40.789142,-73.134961
962,"Long Key, FL",1,Long Key, FL,24.8240255,-80.8136783
963,"Long View, NC",1,Long View, NC,35.7292987,-81.383421
964,"Longmont, CO",8,Longmont, CO,40.1672068,-105.1019275
965,"Longwood, FL",3,Longwood, FL,28.7030519,-81.3384011
966,"Lorton, VA",1,Lorton, VA,38.704282,-77.2277603
967,"Los Alamos, NM",1,Los Alamos, NM,35.8800364,-106.3031138
968,"Los Angeles County, CA",1,Los Angeles County, CA,34.0522265,-118.2436596
969,"Los Angeles Metro Area, CA",2,Los Angeles Metro Area, CA,34.0522166,-118.2436619
970,"Los Angeles, CA",152,Los Angeles, CA,34.0522342,-118.2436849
971,"Los Gatos, CA",2,Los Gatos, CA,37.2358078,-121.9623751
972,"Louisiana, LA",1,Louisiana, LA,30.9842977,-91.9623327
973,"Louisville, CO",1,Louisville, CO,39.977763,-105.1319296
974,"Louisville, KY",33,Louisville, KY,38.2526647,-85.7584557
975,"Loveland, CO",5,Loveland, CO,40.3977612,-105.0749801
976,"Loveland, OH",2,Loveland, OH,39.2689476,-84.263826
977,"Loves Park, IL",2,Loves Park, IL,42.3200189,-89.0581621
978,"Lowell, AR",1,Lowell, AR,36.2553543,-94.1307587
979,"Lowell, MA",16,Lowell, MA,42.6334247,-71.3161718
980,"Lubbock, TX",4,Lubbock, TX,33.5778631,-101.8551665
981,"Luttrell, TN",1,Luttrell, TN,36.1995269,-83.7418507
982,"Lutz, FL",5,Lutz, FL,28.1511243,-82.4614831
983,"Lyndhurst, NJ",2,Lyndhurst, NJ,40.8120171,-74.1243063
984,"Lynn, MA",3,Lynn, MA,42.466763,-70.9494938
985,"Lynnfield, MA",2,Lynnfield, MA,42.53869,-71.0465638
986,"Lynnwood, WA",1,Lynnwood, WA,47.8209301,-122.3151314
987,"Machesney Park, IL",2,Machesney Park, IL,42.3472406,-89.0389956
988,"Maclean, VA",1,Maclean, VA,38.9338676,-77.1772604
989,"Macon, GA",5,Macon, GA,32.8406946,-83.6324022
990,"Macungie, PA",1,Macungie, PA,40.5159304,-75.5551858
991,"Madison Ave, NY",1,Madison Ave, NY,40.7788867,-73.9602326
992,"Madison, AL",3,Madison, AL,34.6992579,-86.7483318
993,"Madison, NJ",1,Madison, NJ,40.7598227,-74.417097
994,"Madison, WI",55,Madison, WI,43.0730517,-89.4012302
995,"Madisonville, LA",1,Madisonville, LA,30.4043607,-90.1570232
996,"Maitland, FL",8,Maitland, FL,28.6277767,-81.3631244
997,"Malden, MA",28,Malden, MA,42.4250964,-71.066163
998,"Malvern, PA",15,Malvern, PA,40.0362184,-75.5138118
999,"Manassas, VA",21,Manassas, VA,38.7509488,-77.4752667
1000,"Manchester, CT",5,Manchester, CT,41.7759301,-72.5215009
1001,"Manchester, NH",30,Manchester, NH,42.9956397,-71.4547891
1002,"Manchester, TN",1,Manchester, TN,35.4817431,-86.0885993
1003,"Mandeville, LA",2,Mandeville, LA,30.3582506,-90.0656311
1004,"Manhattan Beach, CA",35,Manhattan Beach, CA,33.8847361,-118.4109089
1005,"Manhattan, KS",7,Manhattan, KS,39.1836082,-96.5716694
1006,"Manhattan, NV",2,Manhattan, NV,38.5388716,-117.0747496
1007,"Manhattan, NY",164,Manhattan, NY,40.7830603,-73.9712488
1008,"Manhattan/queens, NY",1,Manhattan/queens, NY,40.7830603,-73.9712488
1009,"Mansfield, MA",5,Mansfield, MA,42.0334565,-71.2190578
1010,"Mansfield, OH",3,Mansfield, OH,40.75839,-82.5154471
1011,"Mansfield, TX",2,Mansfield, TX,32.5631924,-97.1416768
1012,"Maple Grove, MN",2,Maple Grove, MN,45.0724642,-93.4557877
1013,"Maple Plain, MN",1,Maple Plain, MN,45.0067822,-93.6555315
1014,"Maplewood, MN",2,Maplewood, MN,44.9530215,-92.9952153
1015,"Marcy, NY",1,Marcy, NY,43.1706253,-75.2915564
1016,"Margate, FL",8,Margate, FL,26.2445263,-80.206436
1017,"Marietta, GA",14,Marietta, GA,33.952602,-84.5499327
1018,"Marietta, PA",1,Marietta, PA,40.0570411,-76.5521882
1019,"Marina Del Rey, CA",42,Marina Del Rey, CA,33.9802893,-118.4517449
1020,"Marion, IL",1,Marion, IL,37.7306054,-88.9331256
1021,"Marion, MA",1,Marion, MA,41.697719,-70.7525299
1022,"Markham, ON",3,Markham, ON,43.8561002,-79.3370188
1023,"Marlboro, MA",4,Marlboro, MA,42.3459271,-71.5522874
1024,"Marlborough, MA",48,Marlborough, MA,42.3459271,-71.5522874
1025,"Marquette, MI",1,Marquette, MI,46.5436199,-87.3953713
1026,"Marriottsville, MD",5,Marriottsville, MD,39.3491115,-76.8996474
1027,"Maryland, MA",2,Maryland, MA,39.0457549,-76.6412712
1028,"Maryland, MD",4,Maryland, MD,39.0457549,-76.6412712
1029,"Marysville, OH",2,Marysville, OH,40.2364486,-83.3671432
1030,"Maryville, TN",3,Maryville, TN,35.7564719,-83.9704593
1031,"Mason City, IA",3,Mason City, IA,43.1535728,-93.2010367
1032,"Mason, MI",2,Mason, MI,42.5792027,-84.4435845
1033,"Mason, OH",6,Mason, OH,39.3600586,-84.309939
1034,"Massachusetts, MA",2,Massachusetts, MA,42.4072107,-71.3824374
1035,"Matawan, NJ",2,Matawan, NJ,40.41483,-74.2295891
1036,"Mather, CA",1,Mather, CA,38.5434594,-121.2783728
1037,"Matthews, NC",2,Matthews, NC,35.1168131,-80.7236804
1038,"Mattoon, IL",1,Mattoon, IL,39.4830897,-88.3728255
1039,"Mayfield Heights, OH",1,Mayfield Heights, OH,41.5192189,-81.457896
1040,"Mayfield Hts, OH",1,Mayfield Hts, OH,41.5192189,-81.457896
1041,"Mayfield Village, OH",3,Mayfield Village, OH,41.5519952,-81.4392828
1042,"Maynard, MA",1,Maynard, MA,42.4334903,-71.4495058
1043,"Mc Lean, VA",7,Mc Lean, VA,38.9338676,-77.1772604
1044,"Mcallen, TX",2,Mcallen, TX,26.2034071,-98.2300124
1045,"Mcclellan, CA",3,Mcclellan, CA,38.6733377,-121.390048
1046,"Mclean, DC",2,Mclean, DC,38.9338676,-77.1772604
1047,"Mclean, DE",1,Mclean, DE,40.5478429,-88.864698
1048,"Mclean, VA",145,Mclean, VA,38.9338676,-77.1772604
1049,"Mcminnville, OR",2,Mcminnville, OR,45.2101162,-123.1987163
1050,"Mcpherson, KS",1,Mcpherson, KS,38.3708415,-97.6642087
1051,"Mechanicsburg, PA",5,Mechanicsburg, PA,40.2142565,-77.0085876
1052,"Mechanicsville, VA",2,Mechanicsville, VA,37.6087561,-77.3733139
1053,"Medford, MA",7,Medford, MA,42.4184296,-71.1061639
1054,"Medford, OR",1,Medford, OR,42.3265152,-122.8755949
1055,"Media, PA",8,Media, PA,39.9167783,-75.387693
1056,"Medina, OH",1,Medina, OH,41.143245,-81.8552196
1057,"Medley, FL",1,Medley, FL,25.8406526,-80.3264404
1058,"Melbourne, FL",38,Melbourne, FL,28.0836269,-80.6081089
1059,"Melville, NY",46,Melville, NY,40.7934322,-73.4151214
1060,"Memphis, TN",52,Memphis, TN,35.1495343,-90.0489801
1061,"Menlo Park, CA",102,Menlo Park, CA,37.4529598,-122.1817252
1062,"Menlo Park, CT",1,Menlo Park, CT,37.7820317,-121.5560432
1063,"Menominee, MI",1,Menominee, MI,45.1077627,-87.6142737
1064,"Menomonee Falls, WI",9,Menomonee Falls, WI,43.1788967,-88.1173132
1065,"Mentasta Lake, AK",1,Mentasta Lake, AK,62.923709,-143.5312583
1066,"Mentor On The Lake, OH",1,Mentor On The Lake, OH,41.7128807,-81.3612097
1067,"Mentor, OH",3,Mentor, OH,41.6661573,-81.339552
1068,"Mentor-on-the-lake, OH",1,Mentor-on-the-lake, OH,41.7128807,-81.3612097
1069,"Mequon, WI",2,Mequon, WI,43.2159232,-88.0314174
1070,"Mercer Island, WA",1,Mercer Island, WA,47.5706548,-122.2220674
1071,"Meriden, CT",3,Meriden, CT,41.5381535,-72.8070435
1072,"Merrifield, VA",1,Merrifield, VA,38.8742785,-77.2269262
1073,"Merrillville, IN",1,Merrillville, IN,41.4828144,-87.3328139
1074,"Merrimack, NH",17,Merrimack, NH,42.8678693,-71.4948322
1075,"Mesa, AZ",3,Mesa, AZ,33.4151843,-111.8314724
1076,"Mescalero, NM",1,Mescalero, NM,33.1575854,-105.7741541
1077,"Mesquite, NV",1,Mesquite, NV,36.805531,-114.06719
1078,"Mesquite, TX",1,Mesquite, TX,32.7667955,-96.5991593
1079,"Metairie, LA",3,Metairie, LA,29.9840922,-90.1528519
1080,"Miami Beach, FL",5,Miami Beach, FL,25.790654,-80.1300455
1081,"Miami Gardens, FL",1,Miami Gardens, FL,25.9420377,-80.2456045
1082,"Miami Springs, FL",1,Miami Springs, FL,25.8223198,-80.289495
1083,"Miami, FL",106,Miami, FL,25.7616798,-80.1917902
1084,"Miamisburg, OH",2,Miamisburg, OH,39.6428362,-84.2866083
1085,"Middelton, WI",1,Middelton, WI,43.0972174,-89.5042876
1086,"Middleboro, MA",2,Middleboro, MA,41.8929942,-70.9107708
1087,"Middleton, WI",1,Middleton, WI,43.0972174,-89.5042876
1088,"Middletown, CT",10,Middletown, CT,41.5623209,-72.6506488
1089,"Middletown, DE",1,Middletown, DE,39.449556,-75.7163207
1090,"Middletown, MD",1,Middletown, MD,39.4437123,-77.5447102
1091,"Middletown, NJ",21,Middletown, NJ,40.3968012,-74.0915982
1092,"Middletown, NY",4,Middletown, NY,41.4459271,-74.4229341
1093,"Middletown, OH",1,Middletown, OH,39.5150576,-84.3982763
1094,"Middletown, PA",2,Middletown, PA,40.199814,-76.7310806
1095,"Middletown, RI",12,Middletown, RI,41.5218243,-71.2834538
1096,"Midland, MI",1,Midland, MI,43.6155825,-84.2472116
1097,"Midlothian, VA",1,Midlothian, VA,37.5061069,-77.6490005
1098,"Midvale, UT",2,Midvale, UT,40.6110589,-111.8999353
1099,"Milan, IL",2,Milan, IL,41.453089,-90.5720803
1100,"Milford, CT",11,Milford, CT,41.2306979,-73.064036
1101,"Milford, MA",2,Milford, MA,42.1398577,-71.5163049
1102,"Milford, MI",1,Milford, MI,42.5916684,-83.6003703
1103,"Milford, NH",2,Milford, NH,42.8353619,-71.6489836
1104,"Milford, OH",1,Milford, OH,39.1753377,-84.2943821
1105,"Mill Valley, CA",2,Mill Valley, CA,37.9060368,-122.5449763
1106,"Millcreek, UT",1,Millcreek, UT,40.6868914,-111.8754907
1107,"Milpitas, CA",51,Milpitas, CA,37.4323341,-121.8995741
1108,"Milwaukee, MD",1,Milwaukee, MD,42.9896936,-87.9503164
1109,"Milwaukee, WI",37,Milwaukee, WI,43.0389025,-87.9064736
1110,"Milwaukie, OR",1,Milwaukie, OR,45.4465323,-122.6323315
1111,"Minden, NV",1,Minden, NV,38.9540739,-119.7657332
1112,"Mineola, NY",6,Mineola, NY,40.7492678,-73.6406845
1113,"Minneapolis, MN",88,Minneapolis, MN,44.977753,-93.2650108
1114,"Minnetonka, MN",16,Minnetonka, MN,44.9211836,-93.4687489
1115,"Miramar Beach, FL",1,Miramar Beach, FL,30.374367,-86.3585578
1116,"Miramar, FL",21,Miramar, FL,25.9860762,-80.3035602
1117,"Mishawaka, IN",2,Mishawaka, IN,41.6619927,-86.1586156
1118,"Mission Viejo, CA",17,Mission Viejo, CA,33.5968913,-117.6581562
1119,"Mission, KS",1,Mission, KS,39.0277832,-94.6557914
1120,"Mississauga, ON",2,Mississauga, ON,43.5890452,-79.6441198
1121,"Missoula, MT",2,Missoula, MT,46.8721284,-113.9940314
1122,"Mobile, AL",3,Mobile, AL,30.6953657,-88.0398912
1123,"Modesto, CA",15,Modesto, CA,37.6390972,-120.9968782
1124,"Moline, IL",8,Moline, IL,41.5067003,-90.5151342
1125,"Monmouth Junction, NJ",1,Monmouth Junction, NJ,40.3789957,-74.5465436
1126,"Monroe Twp, PA",1,Monroe Twp, PA,40.1609591,-77.067959
1127,"Monroe, LA",27,Monroe, LA,32.5093109,-92.1193012
1128,"Monroe, MI",4,Monroe, MI,41.9164343,-83.3977101
1129,"Monroe, WI",2,Monroe, WI,42.6011194,-89.6384532
1130,"Monroeville, PA",6,Monroeville, PA,40.4211798,-79.7881024
1131,"Monterey Park, CA",3,Monterey Park, CA,34.0625106,-118.1228476
1132,"Monterey, CA",10,Monterey, CA,36.6002378,-121.8946761
1133,"Montgomery, AL",7,Montgomery, AL,32.3792233,-86.3077368
1134,"Montoursville, PA",2,Montoursville, PA,41.2542459,-76.9205199
1135,"Montvale, NJ",7,Montvale, NJ,41.0467635,-74.0229173
1136,"Montville, CT",3,Montville, CT,41.4639922,-72.1556189
1137,"Montville, NJ",4,Montville, NJ,40.9148209,-74.383763
1138,"Moon Township, PA",2,Moon Township, PA,40.5169767,-80.2213477
1139,"Moorestown, NJ",2,Moorestown, NJ,39.9688817,-74.948886
1140,"Mooresville, NC",11,Mooresville, NC,35.5859146,-80.8081413
1141,"Moosic, PA",2,Moosic, PA,41.353413,-75.7382478
1142,"Moreno Valley, CA",2,Moreno Valley, CA,33.9424658,-117.2296717
1143,"Morgan Hill, CA",2,Morgan Hill, CA,37.1305012,-121.6543901
1144,"Morgantown, WV",7,Morgantown, WV,39.629526,-79.9558968
1145,"Morristown, NJ",14,Morristown, NJ,40.7967667,-74.4815438
1146,"Morristown, TN",1,Morristown, TN,36.2139814,-83.2948922
1147,"Morrisville, NC",4,Morrisville, NC,35.823483,-78.8255621
1148,"Morrow, GA",3,Morrow, GA,33.5831662,-84.3393683
1149,"Mossville, IL",6,Mossville, IL,40.8171184,-89.5679474
1150,"Mounds View, MN",2,Mounds View, MN,45.1049656,-93.2085582
1151,"Mount Laurel, NJ",22,Mount Laurel, NJ,39.934002,-74.8909988
1152,"Mount Pleasant, SC",3,Mount Pleasant, SC,32.8323225,-79.8284258
1153,"Mount Pleasant, TX",2,Mount Pleasant, TX,33.1567863,-94.968269
1154,"Mount Prospect, IL",1,Mount Prospect, IL,42.0664167,-87.9372908
1155,"Mount Vernon, IL",1,Mount Vernon, IL,38.3172714,-88.9031201
1156,"Mountain Home, AR",1,Mountain Home, AR,36.3353949,-92.381346
1157,"Mountain View, CA",69,Mountain View, CA,37.3860517,-122.0838511
